Dosya Yolu,Etiket
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_51.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_20.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_69.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_44.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_18.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_35.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_9.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_11.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_60.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_59.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_74.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_21.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_50.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_24.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_55.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_78.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_4.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_71.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_39.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_65.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_48.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_41.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_30.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_58.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_29.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_20.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_68.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_19.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_34.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_10.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_15.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_38.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_64.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_6.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_40.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_31.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_25.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_54.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_70.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_9.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_79.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_0.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_70.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_38.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_15.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_64.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_45.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_34.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_10.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_58.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_29.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_0.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_20.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_51.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_35.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_21.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_12.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_8.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_48.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_65.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_41.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_55.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_71.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_74.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_59.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_21.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_69.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_35.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_2.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_60.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_0.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_56.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_42.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_43.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_57.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_1.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_34.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_68.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_61.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_3.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_58.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_75.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_20.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_54.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_70.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_64.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_49.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_40.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_9.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_20.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_13.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_34.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_1.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_28.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_59.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_50.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_21.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_35.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_44.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_11.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_65.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_14.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_39.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_1.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_78.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_71.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_8.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_55.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_24.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_71.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_7.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_65.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_39.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_14.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_30.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_41.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_35.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_18.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_69.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_11.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_28.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_59.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_21.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_49.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_64.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_38.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_31.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_40.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_79.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_54.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_25.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_5.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_70.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_75.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_58.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_51.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_20.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_34.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_19.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_45.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_68.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_61.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_10.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_8.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_22.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_53.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_77.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_12.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_63.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_47.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_36.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_42.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_33.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_66.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_72.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_7.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_27.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_56.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_8.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_13.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_37.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_23.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_8.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_73.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_26.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_57.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_43.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_32.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_16.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_67.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_5.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_16.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_67.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_73.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_3.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_23.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_52.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_3.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_13.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_46.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_37.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_11.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_22.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_36.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_39.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_72.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_56.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_42.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_66.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_1.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_63.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_36.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_22.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_77.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_3.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_69.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_41.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_55.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_54.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_40.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_68.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_2.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_23.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_76.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_62.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_0.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_37.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_43.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_67.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_73.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_57.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_38.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_37.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_10.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_23.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_12.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_36.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_47.jpg,17
